 馬名,Ｃ,性齢,状態,厩舎,着度数,収得賞金,種牡馬,母名,馬主,生産者,生産地,馬記号,生年,誕生日,血統登録番号,取引価格,馬名の意味由来,欧字馬名
ハワイアンアイ,,牝2,不在,(美)相沢郁, 0- 0- 0- 0,0,キングカメハメハ,アタラマ,谷掛龍夫,富本茂喜,新冠町,,2012,3月3日,2012100439,,ハワイ舞台のテレビ番組名。父名より連想,"Hawaiian Eye"
ノーブルマーキュリ,,牝2,不在,(美)水野貴広, 0- 0- 0- 0,0,タイキシャトル,シャフィガ,吉木伸彦,長浜忠,新冠町,,2012,4月11日,2012100471,210万円,冠名＋水星,"Noble Mercury"
トラベリックス,,牝2,不在,(栗)五十嵐忠, 0- 0- 0- 1,0,ハービンジャー,スパニッシュソウル,八木昌司,新冠タガノファーム,新冠町,,2012,2月1日,2012100500,,旅（Ｔｒａｖｅｌ）＋混ぜる（Ｍｉｘ）,Travelix
アドマイヤナイト,,牝2,不在,(栗)梅田智之, 0- 0- 0- 0,0,アドマイヤムーン,アドマイヤカグラ,近藤利一,新冠橋本牧場,新冠町,,2012,1月21日,2012100531,,冠名＋夜,"Admire Night"
タケデンタップ,,牝2,不在,(美)武市康男, 0- 0- 0- 0,0,シンボリクリスエス,イブキフリッカー,武市弘,新冠橋本牧場,新冠町,,2012,2月29日,2012100532,,冠名＋タップダンスより,"Takeden Tap"
メイスンセンター,,牝2,不在,(美)小島茂之, 0- 0- 0- 0,0,フレンチデピュティ,ビューティバランス,梅村浩,新冠橋本牧場,新冠町,,2012,4月4日,2012100547,420万円,冠名＋中央,"Meisun Center"
カプリーチョ,,牝2,不在,(美)菊川正達, 0- 0- 0- 0,0,ロージズインメイ,マイネウインク,サラブレッドクラブ・ラフィアン,コスモヴューファーム,新冠町,,2012,2月29日,2012100712,,きまぐれ（西）,Capricho
ハーベストソング,,牝2,在厩,(美)萱野浩二, 0- 0- 1- 0,0,マツリダゴッホ,マイネメリアン,サラブレッドクラブ・ラフィアン,ビッグレッドファーム,新冠町,,2012,3月6日,2012100737,,収穫の歌,"Harvest Song"
コスモピーコック,,牝2,在厩,(栗)中村均, 0- 0- 0- 0,0,Medicean,レッドピオニー,ビッグレッドファーム,ビッグレッドファーム,新冠町,,2012,5月4日,2012100744,,冠名＋恒星名,"Cosmo Peacock"
ラブステイシー,,牝2,不在,(栗)羽月友彦, 0- 0- 0- 0,0,ステイゴールド,コンシステンシー,増田陽一,北星村田牧場,新冠町,,2012,5月21日,2012100770,,冠名＋父名の一部＋母名より,"Love Stacy"
ラブローレル,,牝2,在厩,(栗)森田直行, 0- 0- 0- 0,0,ブライアンズタイム,ローレルポラリス,増田陽一,北星村田牧場,新冠町,,2012,2月5日,2012100777,,冠名＋母名の一部,"Love Laurel"
ハルダヨリ,,牝2,不在,(美)清水英克, 0- 0- 0- 0,0,ファルブラヴ,ハルワカ,ヒダカ・ブリーダーズ・ユニオン,三村卓也,新冠町,,2012,3月3日,2012100821,,春便り。母名より連想,Harudayori
サンダルエチケット,,牝2,不在,(栗)白井寿昭, 0- 0- 0- 0,0,サウスヴィグラス,シロキタカーニバル,芳賀克也,ムラカミファーム,新冠町,,2012,3月31日,2012100852,315万円,足先までの気配りをとの思い,"Sandal Etiquette"
シゲルオミズトリ,,牝2,在厩,(栗)武田博, 0- 0- 0- 0,0,カネヒキリ,ドリームスタート,森中蕃,村上牧場,新冠町,,2012,4月23日,2012100862,147万円,冠名＋祭名「お水取り（奈良）」より,"Shigeru Omizutori"
イイデサンキュー,,牝2,不在,(栗)北出成人, 0- 0- 0- 0,0,ブラックタイド,パレガルニエ,アールエスエーカントリ,山岡ファーム,新冠町,,2012,5月31日,2012100929,,冠名＋有難う,"Iide Thank You"
プリンシアソーレ,,牝2,不在,(美)中川公成, 0- 0- 0- 0,0,メイショウボーラー,セレブレイト,芳川貴行,小濱正博,池田町,,2012,5月6日,2012100986,105万円,人名より＋たった一人の（Ｓｏｌｅ）より,"Princia Sole"
トワエモア,,牝2,不在,(栗)日吉正和, 0- 0- 0- 0,0,エンパイアメーカー,キョウエイフルハム,中辻明,アイズスタッド,日高町,,2012,4月22日,2012100989,630万円,君と僕（仏）,"Toi et Moi"
コスモチェリッシュ,,牝2,不在,(美)高橋祥泰, 0- 0- 0- 0,0,ファスリエフ,ゴールデンチェリー,岡田繁幸,厚賀古川牧場,日高町,,2012,3月20日,2012100998,157.5万円,冠名＋大事にする,"Cosmo Cherish"
ウインバニラスカイ,,牝2,在厩,(栗)飯田雄三, 0- 1- 0- 0,0,チチカステナンゴ,トップエクセレント,ウイン,天羽牧場,日高町,,2012,4月11日,2012101004,472.5万円,冠名＋バニラアイス色の夜明けの空をイメージ。毛色から連想,"Win Vanilla Sky"
コーリンスピカ,,牝2,不在,(栗)柴田政見, 0- 0- 0- 0,0,トーセンダンス,コーリンラヴィアン,伊藤恵子,今井牧場,日高町,,2012,5月10日,2012101067,,冠名＋おとめ座α星,"Corin Spica"
エスティルンバ,,牝2,在厩,(美)中川公成, 0- 0- 0- 0,0,トーセンブライト,トーセンフィーネ,エスティファーム,エスティファーム,日高町,,2012,4月25日,2012101106,,冠名＋キューバの民族舞踏曲,"S T Rumba"
トーセンバレッタ,,牝2,不在,(美)成島英春, 0- 0- 0- 0,0,トーセンファントム,トーセンヘレネー,島川隆哉,エスティファーム,日高町,,2012,3月1日,2012101107,,冠名＋髪留め,"Tosen Barrette"
エスティサプライズ,,牝2,不在,(美)成島英春, 0- 0- 0- 0,0,トーセンファントム,トーセンリッジ,エスティファーム,エスティファーム,日高町,,2012,3月30日,2012101112,,冠名＋驚き,"S T Surprise"
シャインワンハート,,牝2,不在,(美)小野次郎, 0- 0- 0- 0,0,ファルブラヴ,シャインセレブ,皆川博文,大江牧場,日高町,,2012,3月5日,2012101127,,冠名＋一つの心,"Shine One Heart"
ミネルバ,,牝2,抹消,(美)畠山重則, 0- 0- 0- 0,0,イーグルカフェ,リードケーティング,ミルファーム,小西ファーム,日高町,,2012,3月31日,2012101238,,ローマ神話の女神,Minerva
ホワイトガーデン,,牝2,在厩,(美)小野次郎, 0- 0- 0- 0,0,シニスターミニスター,ライラックノカオリ,小林祥晃,庄野牧場,日高町,,2012,4月29日,2012101414,703.5万円,イギリスにある城の庭園,"White Garden"
パイアタウン,,牝2,不在,(栗)吉田直弘, 0- 0- 0- 0,0,キングカメハメハ,ドリームローズ,金子真人ホールディングス,白井牧場,日高町,,2012,4月10日,2012101426,,マウイ島にある美しい古都,"Paia Town"
タマモキャラット,,牝2,不在,(栗)藤沢則雄, 0- 0- 0- 0,0,ブラックタイド,チャームペンダント,タマモ,スマイルファーム,日高町,,2012,2月11日,2012101464,,冠名＋ダイヤの重さ。母名より連想,"Tamamo Carat"
ステルス,,牝2,不在,(栗)加用正, 0- 0- 0- 0,0,ディープインパクト,ゴールデンベティー,"Him Rock Racing",タバタファーム,日高町,,2012,4月10日,2012101498,,航空機の一種。ステルス戦闘機のように速く,Stealth
ニシノプレシャス,,牝2,不在,(美)尾形充弘, 0- 0- 0- 0,0,ディープスカイ,ニシノナースコール,西山茂行,川上牧場,新冠町,,2012,3月14日,2012101706,,冠名＋大切な,"Nishino Precious"
モズフリムカナイデ,,牝2,不在,(栗)飯田祐史, 0- 0- 0- 0,0,クロフネ,スラボンスカ,北側雅司,日高大洋牧場,日高町,,2012,2月8日,2012101803,577.5万円,冠名＋振り向かないで,"Mozu Furimukanaide"
マカワオクイーン,,牝2,不在,(美)二ノ宮敬, 0- 0- 0- 0,0,キングカメハメハ,ネネグース,金子真人ホールディングス,日高大洋牧場,日高町,,2012,4月18日,2012101804,,マウイ島のカウボーイの町のクイーン,"Makawao Queen"
レインボーシャワー,,牝2,在厩,(美)勢司和浩, 0- 0- 0- 0,0,カネヒキリ,プリティアンブレラ,金子真人ホールディングス,日高大洋牧場,日高町,,2012,2月1日,2012101810,,色とりどりの花が咲くハワイの樹,"Rainbow Shower"
イチゴッチ,,牝2,在厩,(美)小桧山悟, 0- 0- 0- 1,0,ファスリエフ,アンファテュエ,合同会社ノルディック,碧雲牧場,日高町,,2012,6月10日,2012101877,,いちご＋愛称,Ichigotchi
クロフネビームス,,牝2,不在,(美)尾形充弘, 0- 0- 0- 0,0,クロフネ,カレンバレリーナ,古川嘉治,豊洋牧場,日高町,,2012,4月12日,2012101889,,父名＋矢の様な輝く光,"Kurofune Beams"
ネコレーヌ,,牝2,在厩,(美)和田雄二, 0- 0- 0- 2,0,ジャングルポケット,アルフレックス,桐谷茂,法理牧場,日高町,,2012,4月19日,2012101899,,ネコ＋女王（仏）,"Neko Reine"
イッツマイン,,牝2,在厩,(栗)安田隆行, 0- 0- 0- 1,0,Medicean,ミー2,キャロットファーム,本間牧場,日高町,,2012,2月21日,2012101916,1365万円,それは私のもの。数々のタイトルを自身のものにと願い。母名より連想,"It's Mine"
ブラウンウィナー,,牝2,不在,(美)宗像義忠, 0- 0- 0- 0,0,ダイワメジャー,ゲームコンパイラ,西城公雄,メイプルファーム,日高町,,2012,5月2日,2012101966,,栗毛の勝者,"Brown Winner"
オベストルシャトウ,,牝2,不在,(美)宗像義忠, 0- 0- 0- 0,0,ステイゴールド,ショウナンカグラ,西城公雄,メイプルファーム,日高町,,2012,4月18日,2012101968,,西（伊）＋城（仏）,"Ovest le Chateau"
モズノキセキ,,牝2,在厩,(栗)牧田和弥, 0- 0- 0- 0,0,ヴァーミリアン,ナチュラルブリッジ,北側雅司,目黒牧場,日高町,,2012,4月26日,2012101978,,冠名＋奇跡,"Mozuno Kiseki"
ビッグファイナル,,牝2,不在,(美)菅原泰夫, 0- 0- 0- 0,0,ソングオブウインド,バトルヒミコ,長塩豊,モリナガファーム,日高町,,2012,2月5日,2012101983,,決勝戦,"Big Final"
グラスエンプレス,,牝2,不在,(美)尾形充弘, 0- 0- 0- 0,0,エンパイアメーカー,スーパーブランド2,半沢,ヤナガワ牧場,日高町,,2012,3月12日,2012102016,,冠名＋女帝,"Grass Empress"
スズカグリーン,,牝2,在厩,(栗)橋田満, 0- 0- 0- 0,0,ハービンジャー,スズカグレイス,永井啓弍,稲原牧場,平取町,,2012,5月20日,2012102055,1155万円,冠名＋緑,"Suzuka Green"
スズカマドンナ,,牝2,不在,(栗)橋田満, 0- 0- 0- 0,0,ディープインパクト,スズカローズマリー,永井啓弍,稲原牧場,平取町,,2012,3月12日,2012102056,,冠名＋聖母,"Suzuka Madonna"
ツクバスマイル,,牝2,不在,(美)尾形充弘, 0- 0- 0- 0,0,スペシャルウィーク,エスピヨン,荻原昭二,清水牧場,平取町,,2012,3月31日,2012102089,,冠名＋笑顔,"Tsukuba Smile"
スズカプリウス,,牝2,不在,(栗)藤沢則雄, 0- 0- 0- 0,0,スズカフェニックス,スズカプラチナ,永井啓弍,清水牧場,平取町,,2012,3月18日,2012102093,,冠名＋～に先立って（ラテン語）,"Suzuka Prius"
バトルベヌス,,牝2,不在,(栗)森田直行, 0- 0- 0- 0,0,ステイゴールド,アバトルディグナ,宮川秋信,沖田忠幸,新ひだか町,,2012,3月4日,2012102218,,冠名＋金星（西）,"Battle Venus"
ジョーサークレット,,牝2,不在,(栗)柴田光陽, 0- 0- 0- 0,0,ケイムホーム,ハイネスティアラ,上田けい子,沖田忠幸,新ひだか町,,2012,4月16日,2012102225,168万円,冠名＋アーチやキャップなどのない冠,"Jo Circlet"
バトルシュプリーズ,,牝2,不在,(美)尾形和幸, 0- 0- 0- 0,0,ヴァーミリアン,バトルラヴ,宮川秋信,沖田忠幸,新ひだか町,,2012,3月17日,2012102226,,冠名＋驚き（仏）,"Battle Surprise"
アラビアンローズ,,牝2,在厩,(美)尾形和幸, 0- 0- 0- 0,0,ニューイングランド,ミルキーコマンダー,吉田勝利,坂本牧場,新ひだか町,,2012,3月13日,2012102332,157.5万円,冠名＋バラ,"Arabian Rose"
フェイスオフ,,牝2,不在,(栗)木原一良, 0- 0- 0- 0,0,クロフネ,ミシガンガール,山内邦一,タガミファーム,新ひだか町,,2012,3月26日,2012102368,378万円,対決する,"Face Off"
リッカギムレットー,,牝2,在厩,(栗)藤沢則雄, 0- 0- 0- 0,0,タニノギムレット,リッカエスケープ,立花幸雄,原口牧場,新ひだか町,,2012,4月14日,2012102455,,冠名＋父名より,"Rikka Gimlet"
コウエイラブリー,,牝2,在厩,(栗)山内研二, 0- 0- 0- 1,0,エンパイアメーカー,ダイワサンルージュ,伊東政清,久井牧場,新ひだか町,,2012,3月24日,2012102466,,冠名＋可愛らしい,"Koei Lovely"
タマーラ,,牝2,在厩,(美)的場均, 0- 0- 0- 0,0,ダンスインザダーク,バードオブワンダー,本桐牧場,本桐牧場,新ひだか町,,2012,3月13日,2012102505,,「火の鳥」役を演じたバレリーナ名より,Tamara
ニシノクラレット,,牝2,在厩,(栗)宮本博, 0- 1- 0- 0,0,デビッドジュニア,パープルストック,西山茂行,本桐牧場,新ひだか町,,2012,4月29日,2012102506,,冠名＋赤紫色,"Nishino Claret"
コウエイナデシコ,,牝2,在厩,(栗)山内研二, 0- 0- 0- 2,0,ステイゴールド,ケイアイエリザベス,伊東政清,三石橋本牧場,新ひだか町,,2012,3月11日,2012102567,,冠名＋愛しい子,"Koei Nadeshiko"
サイダーパンチ,,牝2,不在,(栗)鈴木孝志, 0- 0- 0- 0,0,ファルブラヴ,ダークアイボリー,栗嶋豊明,荒谷輝和,新ひだか町,,2012,3月25日,2012102671,,弾けるパンチ,"Cider Punch"
ランウェイ,,牝2,在厩,(栗)小崎憲, 0- 0- 0- 0,0,キングカメハメハ,ファーストナイト,井高義光,井高牧場,新ひだか町,,2012,4月17日,2012102699,,ステージ,Runway
スイフトミノル,,牝2,不在,(栗)北出成人, 0- 0- 0- 0,0,シニスターミニスター,カーサエスペランサ,吉岡實,岡田牧場,新ひだか町,,2012,3月1日,2012102744,777万円,速い＋冠名,"Swift Minoru"
ムラングシャンティ,,牝2,不在,(栗)松元茂樹, 0- 0- 0- 0,0,スウェプトオーヴァーボード,コリンズグラス,三宅勝俊,岡田牧場,新ひだか町,,2012,4月9日,2012102748,189万円,ケーキの種類,"Meringue Chantilly"
タマモミルフィーユ,,牝2,不在,(栗)藤沢則雄, 0- 0- 0- 0,0,アドマイヤムーン,ゼリービーン,タマモ,岡田牧場,新ひだか町,,2012,3月12日,2012102754,,冠名＋菓子名。母名より連想,Tamamomillefeuille
タマモルミエール,,牝2,不在,(栗)池添兼雄, 0- 0- 0- 0,0,ハーツクライ,チャームライト,タマモ,岡田牧場,新ひだか町,,2012,3月10日,2012102760,,冠名＋光（仏）。母名より連想,"Tamamo Lumiere"
トーセンルミナス,,牝2,不在,(美)菅原泰夫, 0- 0- 0- 0,0,ディープインパクト,プリモウェイ,島川隆哉,グランド牧場,新ひだか町,,2012,3月20日,2012102879,2625万円,冠名＋光る、輝く,"Tosen Luminous"
ラガーリンチャン,,牝2,抹消,(栗)柴田政見, 0- 0- 0- 0,0,フサイチリシャール,ラガーシンガー,奥村啓二,今牧場,新ひだか町,,2012,4月13日,2012102909,,冠名＋人名より＋呼称,"Rugger Rinchan"
マーベラスカフェ,,牝2,不在,(栗)柴田政見, 0- 0- 0- 0,0,マンハッタンカフェ,マーベラスロマン,笹原貞生,酒井亨,新ひだか町,,2012,3月13日,2012102913,,冠名＋父名の一部,"Marvelous Cafe"
ホットロード,,牝2,不在,(栗)加用正, 0- 0- 0- 0,0,エンパイアメーカー,フィクシャス,"Him Rock Racing",酒井秀紀,新ひだか町,,2012,5月2日,2012102919,,熱い道のり,"Hot Road"
コスモフットライト,,牝2,不在,(美)黒岩陽一, 0- 0- 0- 0,0,ネオユニヴァース,ムーンライトガーデンズ,ビッグレッドファーム,桜井牧場,新ひだか町,,2012,4月24日,2012102941,525万円,冠名＋脚光,"Cosmo Footlight"
エンプレスダンス,,牝2,不在,(栗)加用正, 0- 1- 0- 0,0,エンパイアメーカー,パーフェクトダンス,サラブレッドクラブ・ラフィアン,タイヘイ牧場,新ひだか町,,2012,2月20日,2012103027,1995万円,女帝の舞い,"Empress Dance"
フェリシダーデス,,牝2,不在,(栗)木原一良, 0- 0- 0- 0,0,ディープインパクト,ブリスクウェザー,名古屋友豊,高橋修,新ひだか町,,2012,3月16日,2012103041,,おめでとう（西）,Felicidades
ヴィブラート,,牝2,不在,(栗)作田誠二, 0- 0- 0- 0,0,ゼンノロブロイ,カスターニャ,名古屋友豊,武牧場,新ひだか町,,2012,4月20日,2012103055,,ビブラート（音楽用語）,Vibrato
ストロングハート,,牝2,不在,(美)勢司和浩, 0- 0- 0- 0,0,スリーロールス,フラッシュカード,芹澤精一,武牧場,新ひだか町,,2012,3月17日,2012103065,,強い心,"Strong Heart"
スペシャルガール,,牝2,在厩,(美)相沢郁, 0- 0- 0- 1,0,スペシャルウィーク,ポンデュガール,芹澤精一,武牧場,新ひだか町,,2012,3月20日,2012103066,367.5万円,父名の一部＋母名の一部,"Special Girl"
ゴージャスガール,,牝2,不在,(美)大竹正博, 0- 0- 0- 0,0,ジャングルポケット,オッドアイビーナス,飯田正剛,千代田牧場,新ひだか町,,2012,2月9日,2012103146,,華麗な少女,"Gorgeous Girl"
エクボビューティー,,牝2,在厩,(美)宗像義忠, 0- 0- 0- 0,0,ディープインパクト,マイグリーン,西城公雄,寺越政幸,新ひだか町,,2012,3月20日,2012103234,,えくぼ＋美しい,"Ekubo Beauty"
シゲルユキマツリ,,牝2,在厩,(栗)沖芳夫, 0- 0- 0- 0,0,ハービンジャー,メイユーブルーム,森中蕃,出羽牧場,新ひだか町,,2012,2月28日,2012103241,315万円,冠名＋祭名「札幌雪まつり（北海道）」より,"Shigeru Yukimaturi"
ラブミーフウジン,,牝2,不在,(栗)梅田智之, 0- 0- 0- 0,0,コパノフウジン,サムタイムレーター,小林祥晃,西村和夫,新ひだか町,,2012,2月28日,2012103336,,冠名＋父名の一部,"Love Me Fujin"
ショウナンカサロ,,牝2,不在,(美)古賀史生, 0- 0- 0- 0,0,キングカメハメハ,ショウナンアルス,国本哲秀,西村和夫,新ひだか町,,2012,3月25日,2012103338,,冠名＋きれい（ギリシャ語）,"Shonan Katharo"
タマモパステル,,牝2,在厩,(栗)大橋勇樹, 0- 0- 0- 0,0,ブラックタイド,ムーランルージュ,タマモ,野坂牧場,新ひだか町,,2012,3月8日,2012103363,,冠名＋絵の具のパステル,"Tamamo Pastel"
マーブルシャルルー,,牝2,不在,(栗)池添兼雄, 0- 0- 0- 0,0,ワイルドラッシュ,ファインビンテージ,下村直,橋本牧場,新ひだか町,,2012,3月10日,2012103368,,冠名＋温かな（仏）。母系より豊かで温かくなる様なワインをイメージ,"Marble Chaleureux"
